time,diameter_m,length_km,elevation_m,material,fluid_density_kg_m3,fluid_viscosity_cp,chemical_aggressiveness_index,pressure_upstream_bar,pressure_downstream_bar,temp_upstream_C,temp_downstream_C,flow_inlet_m3_h,flow_outlet_m3_h,leak,leak_position_km
807.00,0.90,21.39,26.00,stainless_s,881.09,12.00,0.58,78.60,81.70,63.84,61.84,2966.81,2869.06,TRUE,3.85
808.00,0.80,98.13,30.00,stainless_s,836.80,9.90,0.89,81.93,73.86,58.68,60.02,2979.81,2897.21,TRUE,120.23
809.00,0.80,22.98,5.00,stainless_s,844.71,10.90,0.92,74.82,77.62,62.75,53.78,2932.55,2962.05,FALSE,
810.00,0.30,99.41,-15.00,carbon_steel,830.70,11.00,0.10,78.73,72.52,62.22,54.16,2871.84,3030.94,TRUE,2.33
811.00,0.40,64.89,11.00,stainless_s,844.71,5.90,0.30,80.63,79.39,60.61,60.22,3002.51,2959.03,FALSE,
812.00,0.70,56.17,45.00,stainless_s,#NUM!,7.50,0.71,82.48,78.22,56.16,57.16,2989.96,2919.60,TRUE,29.90
813.00,0.30,93.46,36.00,carbon_steel,831.62,9.30,0.56,82.06,70.23,61.24,59.32,3073.88,2835.50,TRUE,96.18
814.00,1.00,66.28,67.00,carbon_steel,861.56,6.50,0.59,85.18,79.77,58.84,61.52,3030.55,3085.17,FALSE,
815.00,1.00,13.03,38.00,stainless_s,814.75,11.80,0.38,83.37,81.41,60.38,54.32,2938.72,2946.99,FALSE,
816.00,0.30,36.55,49.00,carbon_steel,817.59,11.00,0.74,75.79,76.14,60.45,58.76,2982.36,2986.66,FALSE,
817.00,0.50,43.92,62.00,stainless_s,840.04,8.20,0.88,85.63,77.34,61.32,62.43,2953.23,3059.84,TRUE,13.20
818.00,0.30,46.34,-16.00,carbon_steel,836.80,6.80,0.15,76.94,70.97,56.62,58.15,3007.53,3064.50,FALSE,
819.00,0.60,12.28,32.00,carbon_steel,850.00,9.10,0.87,78.07,74.75,59.62,57.24,2961.47,2809.00,TRUE,11.83
820.00,0.70,48.77,6.00,carbon_steel,869.30,11.30,0.18,78.47,73.99,62.42,56.60,3155.48,3079.64,TRUE,51.90
821.00,0.80,90.23,-20.00,carbon_steel,856.83,11.10,0.37,81.66,69.37,62.42,56.84,2997.49,2883.59,TRUE,32.94
822.00,0.60,54.16,61.00,stainless_s,875.25,4.50,0.89,78.60,67.97,62.98,57.55,2987.43,2962.05,FALSE,
823.00,0.90,34.56,58.00,carbon_steel,836.80,9.60,0.21,85.63,75.00,58.60,53.34,2982.36,2849.01,TRUE,49.90
824.00,0.40,27.76,36.00,carbon_steel,871.19,5.20,0.38,81.14,71.94,58.84,61.84,2904.58,2853.23,FALSE,
825.00,0.90,27.03,17.00,carbon_steel,877.46,6.50,0.58,86.70,70.79,61.24,55.58,3055.34,3091.00,FALSE,
826.00,0.30,21.86,5.00,carbon_steel,849.25,11.90,0.15,73.30,68.59,62.86,60.42,2891.97,2989.82,TRUE,17.08
827.00,0.90,85.38,7.00,stainless_s,874.19,5.30,0.94,85.87,70.23,60.30,59.57,2944.66,2910.18,FALSE,
828.00,0.60,76.62,24.00,stainless_s,862.37,6.40,0.19,83.22,80.63,58.16,53.98,2972.07,2825.63,TRUE,75.14
829.00,1.00,47.17,66.00,stainless_s,831.62,8.90,0.72,84.21,70.23,56.32,57.00,3147.58,2931.88,TRUE,45.44
830.00,0.80,64.25,62.00,stainless_s,828.81,6.70,0.15,79.87,69.13,57.58,57.00,3117.50,2940.97,TRUE,70.75
831.00,0.40,63.94,26.00,stainless_s,852.26,8.70,0.20,84.97,72.94,57.98,62.66,3112.64,2962.05,TRUE,70.41
832.00,0.90,89.63,62.00,carbon_steel,860.75,8.10,0.70,79.75,75.50,59.55,56.84,2987.43,2802.82,TRUE,78.27
833.00,0.30,75.55,40.00,carbon_steel,843.94,9.90,0.93,82.48,74.25,56.62,55.68,3077.22,3136.57,FALSE,
834.00,0.80,55.97,65.00,stainless_s,832.51,4.80,0.26,81.79,77.34,58.34,56.92,3108.03,2781.39,TRUE,41.39
835.00,1.00,10.47,60.00,carbon_steel,886.80,6.70,0.41,77.94,73.21,58.25,60.32,3027.93,2931.88,TRUE,3.82
836.00,1.00,92.56,39.00,stainless_s,886.80,7.80,0.48,84.21,75.75,61.08,60.63,3112.64,2772.91,TRUE,90.77
837.00,0.80,96.22,-7.00,carbon_steel,864.03,5.40,0.80,75.03,69.60,62.75,55.25,3012.57,2844.65,TRUE,2.26
838.00,0.30,96.61,37.00,stainless_s,809.78,7.30,0.62,79.87,71.78,62.75,62.93,2835.51,2986.66,TRUE,30.99
839.00,0.90,77.17,31.00,carbon_steel,876.34,5.80,0.32,84.77,81.41,55.34,59.66,2941.72,3059.84,TRUE,49.60
840.00,0.70,97.40,72.00,stainless_s,885.25,9.80,0.56,77.09,72.66,60.00,60.75,2887.36,2869.06,FALSE,
841.00,0.50,51.54,24.00,carbon_steel,870.23,8.60,0.33,80.13,80.40,62.32,60.12,3052.44,2977.31,TRUE,30.75
842.00,0.90,62.87,11.00,stainless_s,829.77,6.10,0.51,81.53,72.23,62.52,55.48,2877.35,2880.06,FALSE,
843.00,0.80,21.18,0.00,stainless_s,856.83,5.20,0.54,80.75,72.80,62.32,60.42,3033.19,2989.82,FALSE,
844.00,1.00,60.49,5.00,stainless_s,833.40,6.20,0.90,76.78,76.40,59.00,61.38,3002.51,3046.77,FALSE,
845.00,0.40,77.97,29.00,stainless_s,854.53,6.50,0.46,80.75,74.50,61.32,58.61,2956.01,2956.02,FALSE,
846.00,1.00,61.60,58.00,stainless_s,866.60,8.10,0.87,80.13,75.00,58.92,60.22,3084.16,2890.50,TRUE,2.37
847.00,0.60,45.24,0.00,stainless_s,874.19,8.60,0.94,79.37,70.03,56.16,56.84,3128.16,2983.52,TRUE,1.74
848.00,0.70,48.06,16.00,stainless_s,843.17,5.70,0.12,75.23,66.78,62.22,53.34,2997.49,2983.52,FALSE,
849.00,0.40,21.03,55.00,carbon_steel,878.62,10.40,0.75,80.63,75.00,56.16,53.34,3087.79,2919.60,TRUE,6.62
850.00,1.00,22.93,29.00,stainless_s,855.29,7.00,0.93,77.80,82.38,62.63,59.66,3064.33,2835.50,TRUE,4.13
851.00,0.60,69.91,16.00,carbon_steel,902.52,7.30,0.29,80.25,80.87,62.12,55.48,2947.56,3136.57,TRUE,49.96
852.00,0.80,58.68,-20.00,stainless_s,885.25,4.70,0.23,86.41,74.62,62.86,62.66,2966.81,2872.80,TRUE,31.23
853.00,0.60,49.39,-17.00,carbon_steel,780.21,5.10,0.37,86.70,75.00,61.57,53.34,3049.59,2887.07,TRUE,52.56
854.00,0.90,79.33,79.00,carbon_steel,866.60,9.70,0.23,77.38,74.87,62.75,55.98,3038.53,2872.80,TRUE,52.70
855.00,0.90,68.09,7.00,carbon_steel,835.97,10.60,0.78,79.37,69.37,61.16,56.60,2969.45,2861.34,TRUE,9.52
856.00,1.00,81.85,60.00,stainless_s,818.91,11.50,0.86,80.00,77.06,56.32,60.98,2984.90,2849.01,TRUE,52.61
857.00,0.30,67.24,-16.00,carbon_steel,870.23,4.60,0.75,80.88,82.38,59.00,59.40,3147.58,2993.02,TRUE,27.08
858.00,0.70,94.08,17.00,carbon_steel,853.01,11.50,0.17,76.63,76.40,58.25,55.37,2994.98,2906.98,TRUE,5.54
859.00,0.70,93.44,21.00,carbon_steel,829.77,11.10,0.94,75.97,81.13,61.08,56.92,3000.00,3042.66,FALSE,
860.00,0.80,72.83,43.00,carbon_steel,820.17,3.50,0.61,75.42,68.59,58.07,54.32,2922.78,2983.52,FALSE,
861.00,0.60,43.43,51.00,stainless_s,813.20,6.50,0.80,81.66,70.42,64.66,59.16,3055.34,3046.77,FALSE,
862.00,0.50,91.48,25.00,stainless_s,822.54,3.60,0.62,79.62,75.88,58.34,60.32,3052.44,2830.67,TRUE,33.07
863.00,0.30,15.60,20.00,stainless_s,883.79,9.50,0.63,76.31,74.12,59.39,58.92,3080.64,2956.02,TRUE,1.02
864.00,0.50,72.38,-18.00,stainless_s,869.30,10.20,0.84,77.80,79.39,59.62,59.00,2994.98,2789.11,TRUE,65.31
865.00,0.60,23.97,59.00,stainless_s,882.41,7.20,0.24,75.79,76.27,61.57,55.25,3128.16,3009.50,TRUE,2.38
866.00,1.00,27.82,58.00,stainless_s,846.99,7.30,0.45,87.77,72.66,61.16,54.16,3064.33,2980.40,TRUE,15.97
867.00,0.30,43.02,11.00,carbon_steel,858.38,7.00,1.00,80.63,73.99,62.86,54.32,2891.97,2861.34,FALSE,
868.00,1.00,48.59,-17.00,carbon_steel,827.83,6.30,0.49,72.23,71.63,61.00,56.84,3061.28,2880.06,TRUE,16.57
869.00,1.00,86.89,30.00,carbon_steel,809.78,9.90,0.71,87.77,73.60,59.32,57.39,2950.41,3050.99,TRUE,115.05
870.00,0.50,50.55,17.00,carbon_steel,854.53,7.10,0.89,77.66,69.13,62.42,57.16,3077.22,2934.92,TRUE,59.71
871.00,1.00,52.13,-17.00,stainless_s,864.88,5.30,0.68,75.03,76.27,58.43,55.78,3017.64,2931.88,TRUE,34.63
872.00,0.80,90.96,2.00,carbon_steel,892.15,10.70,0.82,83.06,73.47,58.76,57.32,3155.48,3136.57,FALSE,
873.00,0.60,87.56,42.00,stainless_s,866.60,11.70,0.59,73.59,70.42,62.52,54.62,2944.66,2849.01,TRUE,13.30
874.00,0.50,61.45,41.00,carbon_steel,793.58,4.40,0.81,77.23,81.13,62.86,53.98,2904.58,3050.99,TRUE,42.42
875.00,0.50,12.51,-17.00,carbon_steel,911.61,5.50,0.65,82.62,82.38,61.84,58.23,3015.10,3059.84,FALSE,
876.00,0.40,47.37,-13.00,stainless_s,848.50,7.70,0.56,87.03,73.60,61.24,54.16,3017.64,2900.50,TRUE,21.05
877.00,0.70,46.43,-3.00,stainless_s,836.80,8.50,0.84,83.86,73.07,60.15,55.14,3147.58,2893.88,TRUE,20.67
878.00,0.30,98.63,66.00,stainless_s,864.88,10.20,0.28,78.21,76.40,58.68,55.37,2871.84,2986.66,TRUE,116.50
879.00,0.70,59.67,66.00,carbon_steel,833.40,3.70,0.31,75.97,69.37,60.76,55.02,2912.21,2887.07,FALSE,
880.00,1.00,49.16,10.00,carbon_steel,892.15,6.90,0.29,81.14,69.82,56.76,54.48,3108.03,2789.11,TRUE,22.88
881.00,0.70,75.80,-17.00,carbon_steel,820.17,12.00,0.72,78.07,70.42,58.34,62.02,3033.19,2913.34,TRUE,4.96
882.00,0.80,16.51,65.00,stainless_s,835.12,8.80,1.00,80.25,77.77,61.16,56.07,3058.28,2916.48,TRUE,7.69
883.00,0.80,43.24,59.00,stainless_s,888.45,9.00,0.20,84.03,73.73,63.84,54.89,3155.48,2977.31,TRUE,39.02
884.00,0.50,11.44,51.00,carbon_steel,853.77,6.20,0.13,88.22,82.77,64.43,60.75,2915.84,2876.46,FALSE,
885.00,0.40,71.00,70.00,carbon_steel,856.83,8.90,0.94,74.60,72.66,63.84,54.16,2912.21,2763.43,TRUE,20.61
886.00,1.00,13.22,18.00,carbon_steel,868.38,10.10,0.50,73.30,81.13,59.85,58.23,2896.36,3050.99,TRUE,1.72
887.00,0.90,82.52,48.00,stainless_s,857.60,10.10,0.83,81.93,76.14,55.34,62.02,2929.37,2849.01,TRUE,49.15
888.00,0.40,82.01,14.00,stainless_s,800.65,10.80,0.96,82.62,72.38,64.43,53.98,3041.25,3136.57,TRUE,5.37
889.00,0.40,74.61,-8.00,stainless_s,865.73,11.20,0.33,83.37,68.87,58.92,57.39,3061.28,2844.65,TRUE,14.92
890.00,0.60,40.89,54.00,stainless_s,919.79,4.80,0.51,72.23,70.23,64.22,59.49,3067.45,2962.05,TRUE,40.71
891.00,0.30,53.57,21.00,carbon_steel,818.91,7.40,0.62,80.50,74.75,58.68,57.47,2966.81,3046.77,TRUE,41.85
892.00,0.90,26.77,74.00,stainless_s,861.56,9.00,0.62,80.38,75.25,61.24,57.92,2929.37,2943.98,FALSE,
893.00,0.40,78.14,-5.00,stainless_s,858.38,9.30,0.85,83.22,73.07,60.00,60.22,2950.41,2887.07,FALSE,
894.00,0.40,81.68,55.00,stainless_s,809.78,5.40,0.10,78.21,71.31,59.39,62.66,3155.48,2835.50,TRUE,31.94
895.00,1.00,80.53,39.00,stainless_s,829.77,7.50,0.10,87.77,76.93,61.57,54.32,2922.78,2996.24,TRUE,46.24
896.00,0.60,31.58,-14.00,stainless_s,890.22,3.40,0.24,75.42,69.82,60.92,55.68,3058.28,2968.12,TRUE,12.06
897.00,0.90,35.29,49.00,carbon_steel,870.23,10.80,0.99,85.87,73.34,60.00,59.57,3035.85,2959.03,TRUE,14.94
898.00,0.50,62.94,-9.00,stainless_s,833.40,5.30,0.18,76.63,71.47,62.12,62.22,3052.44,2937.95,TRUE,46.55
899.00,0.30,87.78,32.00,carbon_steel,814.75,6.60,0.46,82.62,76.40,61.84,56.43,3077.22,2820.36,TRUE,90.34
900.00,0.40,40.38,66.00,stainless_s,859.96,12.00,0.43,78.21,70.23,58.68,62.93,3052.44,2919.60,TRUE,17.97
901.00,0.60,45.44,1.00,carbon_steel,813.20,5.10,0.17,80.25,69.82,61.66,56.07,3128.16,2893.88,TRUE,46.76
902.00,0.90,61.40,60.00,stainless_s,873.17,11.90,0.65,76.47,75.13,62.12,58.00,2994.98,3103.79,TRUE,8.58
903.00,0.40,41.62,63.00,carbon_steel,881.09,10.80,0.44,80.13,76.14,60.61,57.85,2964.15,2931.88,FALSE,
904.00,1.00,48.98,-2.00,stainless_s,817.59,11.30,0.14,74.82,75.25,55.34,62.93,2961.47,2840.16,TRUE,10.78
905.00,1.00,49.27,60.00,carbon_steel,822.54,5.40,0.90,74.82,77.48,62.86,58.92,3091.54,2897.21,TRUE,32.73
906.00,0.50,87.62,6.00,stainless_s,876.34,5.00,0.16,87.77,80.18,61.75,59.93,2904.58,3074.37,TRUE,126.51
907.00,0.60,39.48,6.00,carbon_steel,873.17,7.20,0.69,87.77,69.37,56.76,61.38,3122.65,2922.69,TRUE,8.67
908.00,0.40,72.72,78.00,stainless_s,864.03,4.80,0.92,85.63,75.25,56.89,59.93,2987.43,2928.84,FALSE,
909.00,0.90,64.88,-12.00,carbon_steel,839.25,6.90,0.42,82.48,75.13,60.84,59.24,2852.42,2872.80,FALSE,
910.00,0.50,71.36,9.00,stainless_s,877.46,4.50,0.39,76.78,75.75,62.12,59.40,3080.64,2903.76,TRUE,15.66
911.00,1.00,72.80,12.00,carbon_steel,837.63,3.00,0.82,75.03,74.25,57.58,59.16,2922.78,2956.02,FALSE,
912.00,1.00,35.68,-20.00,carbon_steel,871.19,3.10,0.18,83.37,69.82,60.68,58.30,2929.37,2849.01,TRUE,3.10
913.00,0.30,24.76,34.00,stainless_s,865.73,8.60,0.26,78.07,72.38,59.55,59.24,3155.48,3118.61,FALSE,
914.00,0.30,28.20,29.00,stainless_s,851.50,8.50,0.16,77.23,72.52,57.78,62.22,3025.33,3097.18,TRUE,4.91
915.00,0.70,14.36,79.00,stainless_s,809.78,11.40,0.26,84.39,73.34,62.02,60.42,3022.75,2763.43,TRUE,2.50
916.00,0.30,51.59,42.00,stainless_s,849.25,3.20,0.41,80.00,71.78,58.34,53.07,3007.53,2887.07,TRUE,68.31
917.00,0.70,62.73,-3.00,stainless_s,848.50,4.30,0.78,76.47,74.50,62.98,57.92,2865.92,2814.83,FALSE,
918.00,0.70,41.99,-5.00,stainless_s,846.99,3.40,0.38,79.87,75.75,60.15,62.66,3112.64,3079.64,FALSE,
919.00,0.50,16.24,27.00,stainless_s,854.53,5.50,0.59,79.25,72.38,64.43,54.16,3041.25,2989.82,FALSE,
920.00,0.50,38.02,10.00,stainless_s,846.99,5.00,0.83,82.77,79.97,58.07,53.98,3005.02,2865.24,TRUE,28.13
921.00,0.80,52.89,40.00,stainless_s,853.01,9.60,0.24,84.97,71.94,61.57,58.76,3049.59,2999.50,FALSE,
922.00,0.70,23.59,60.00,carbon_steel,850.75,7.10,0.72,81.27,77.91,58.51,59.49,2835.51,3034.76,TRUE,26.32
923.00,0.50,67.67,37.00,stainless_s,805.73,6.40,0.57,79.12,76.40,64.93,59.00,2871.84,3055.35,TRUE,77.14
924.00,0.90,60.64,-19.00,carbon_steel,813.20,8.50,0.64,83.22,70.23,61.24,60.63,3041.25,2950.00,TRUE,9.69
925.00,0.70,96.81,-19.00,stainless_s,852.26,11.00,0.96,75.23,75.13,56.48,60.52,3103.64,2890.50,TRUE,23.25
926.00,0.80,27.83,68.00,stainless_s,864.03,4.60,0.97,73.59,81.70,63.24,53.57,2915.84,2897.21,FALSE,
927.00,0.90,33.90,-4.00,stainless_s,840.84,8.80,0.14,72.23,70.61,64.22,53.98,2992.47,2857.34,TRUE,27.72
928.00,0.40,59.98,59.00,carbon_steel,850.00,9.80,0.77,74.82,74.75,58.84,59.66,3030.55,2999.50,FALSE,
929.00,0.30,82.25,60.00,carbon_steel,858.38,8.60,0.76,74.82,78.37,57.25,57.47,3117.50,3085.17,FALSE,
930.00,0.30,74.74,9.00,stainless_s,803.36,12.00,0.10,77.38,74.25,57.98,61.38,3058.28,2943.98,TRUE,28.55
931.00,1.00,46.10,34.00,stainless_s,836.80,11.60,0.32,72.97,82.38,57.78,55.02,2887.36,2931.88,FALSE,
932.00,0.80,87.92,7.00,stainless_s,859.16,6.00,0.21,76.78,72.23,64.93,59.16,2961.47,3034.76,TRUE,44.16
933.00,0.50,38.95,64.00,carbon_steel,892.15,6.40,0.89,80.88,76.93,55.34,55.48,2964.15,3012.93,FALSE,
934.00,0.50,48.96,75.00,carbon_steel,851.50,9.50,0.94,79.12,76.14,60.00,56.43,2953.23,2903.76,FALSE,
935.00,0.30,57.39,21.00,carbon_steel,864.88,5.40,0.40,84.21,80.40,58.92,60.42,3033.19,2853.23,TRUE,56.28
936.00,0.40,51.98,9.00,stainless_s,859.96,6.10,0.20,76.47,74.62,58.16,61.68,3043.99,2943.98,TRUE,7.90
937.00,0.60,59.79,-11.00,carbon_steel,899.35,7.90,0.59,72.97,73.47,59.47,55.98,2859.49,3038.66,TRUE,9.08
938.00,0.50,56.20,78.00,stainless_s,856.06,8.00,0.53,87.03,74.12,62.42,58.45,3064.33,3136.57,TRUE,31.02
939.00,0.50,93.24,-9.00,stainless_s,877.46,7.60,0.52,74.13,76.27,59.77,58.92,2882.50,3027.20,TRUE,0.25
940.00,0.60,25.92,14.00,stainless_s,850.00,8.00,0.13,75.23,75.50,59.16,56.07,3030.55,2752.62,TRUE,21.39
941.00,0.80,24.42,6.00,stainless_s,899.35,8.50,0.49,84.39,78.37,60.30,54.16,2904.58,2830.67,TRUE,1.08
942.00,0.60,86.82,-19.00,stainless_s,856.06,8.00,0.61,77.94,71.31,56.89,61.38,3005.02,2993.02,FALSE,
943.00,0.40,42.34,20.00,stainless_s,805.73,5.30,0.31,78.86,70.03,60.45,56.60,2969.45,3085.17,TRUE,40.79
944.00,0.70,77.17,52.00,stainless_s,911.61,4.00,0.31,83.86,70.97,55.98,54.89,3112.64,2943.98,TRUE,15.18
945.00,0.70,77.17,0.00,carbon_steel,864.03,10.80,0.71,75.79,69.13,57.68,57.62,3002.51,3009.50,FALSE,
946.00,1.00,39.09,-1.00,stainless_s,855.29,10.80,0.46,79.25,77.48,57.68,57.62,2972.07,2844.65,TRUE,10.96
947.00,0.90,12.80,-10.00,stainless_s,820.17,11.00,0.43,75.42,71.47,55.98,59.24,2947.56,3019.94,TRUE,8.53
948.00,0.90,97.33,17.00,stainless_s,817.59,5.30,0.84,87.38,70.23,62.63,56.51,2887.36,2956.02,FALSE,
949.00,0.60,34.23,71.00,stainless_s,857.60,10.40,0.67,74.37,69.60,60.92,57.32,2987.43,3055.35,FALSE,
950.00,1.00,60.97,70.00,stainless_s,847.74,5.70,0.72,72.23,76.79,60.15,61.84,2964.15,2959.03,FALSE,
951.00,0.60,72.75,80.00,carbon_steel,865.73,5.50,0.12,85.63,73.86,62.32,55.48,2997.49,2789.11,TRUE,34.43
952.00,0.90,37.26,23.00,carbon_steel,809.78,12.00,0.71,73.59,79.03,59.00,53.57,3020.19,3118.61,TRUE,19.83
953.00,0.90,99.22,46.00,stainless_s,857.60,5.60,0.67,74.60,77.48,55.34,61.24,3140.51,3147.38,FALSE,
954.00,1.00,13.84,-10.00,stainless_s,864.03,8.70,0.28,75.97,73.86,64.02,57.00,3010.04,2999.50,FALSE,
955.00,0.80,80.71,77.00,carbon_steel,855.29,7.90,0.35,75.97,81.13,62.86,60.86,2950.41,2869.06,TRUE,39.29
956.00,0.90,87.04,19.00,stainless_s,800.65,7.60,0.72,85.40,79.58,55.57,58.76,3103.64,2983.52,TRUE,57.99
957.00,1.00,40.85,12.00,carbon_steel,813.20,5.60,0.98,80.00,71.47,58.68,60.42,2994.98,2814.83,TRUE,26.25
958.00,0.50,94.60,58.00,stainless_s,820.17,4.00,0.45,80.38,73.21,61.16,57.39,3030.55,3016.41,FALSE,
959.00,0.70,24.06,69.00,carbon_steel,843.94,11.90,0.91,82.91,83.22,61.49,54.76,3002.51,3118.61,TRUE,36.47
960.00,0.90,20.09,74.00,carbon_steel,843.94,10.60,0.92,73.59,71.14,61.08,55.14,2922.78,2861.34,FALSE,
961.00,1.00,72.11,46.00,stainless_s,829.77,3.10,0.84,80.75,70.23,60.92,59.00,3073.88,3027.20,FALSE,
962.00,0.90,96.10,51.00,carbon_steel,844.71,4.80,0.17,78.73,68.59,60.45,58.23,3122.65,2903.76,TRUE,11.50
963.00,0.30,25.78,68.00,carbon_steel,858.38,7.60,0.47,80.38,69.37,62.32,62.02,3095.42,2965.08,TRUE,19.72
964.00,0.70,79.22,-19.00,stainless_s,881.09,10.00,0.90,77.94,75.13,63.24,60.02,3027.93,2825.63,TRUE,19.23
965.00,0.80,60.16,47.00,stainless_s,833.40,3.50,0.82,80.88,75.75,58.60,61.24,3164.49,2844.65,TRUE,10.48
966.00,0.50,44.98,19.00,stainless_s,890.22,3.40,0.73,77.80,74.50,58.43,55.98,2922.78,3023.54,TRUE,0.12
967.00,0.80,83.15,4.00,stainless_s,892.15,7.70,0.13,79.75,72.52,57.58,60.98,2989.96,2893.88,TRUE,0.22
968.00,0.90,39.00,50.00,stainless_s,788.39,11.30,0.80,83.69,75.25,60.68,56.25,3140.51,2986.66,TRUE,19.59
969.00,0.80,98.66,15.00,stainless_s,828.81,11.90,0.49,77.09,74.50,57.37,59.93,3122.65,2953.01,TRUE,108.64
970.00,0.90,14.88,0.00,carbon_steel,846.23,6.40,0.87,80.25,79.21,59.08,61.24,2961.47,2789.11,TRUE,3.61
971.00,0.50,22.91,10.00,stainless_s,868.38,11.50,0.74,87.03,70.42,58.34,54.62,3164.49,3110.89,FALSE,
972.00,0.30,63.70,37.00,stainless_s,820.17,10.90,0.88,80.38,76.27,64.02,56.76,2969.45,2943.98,FALSE,
973.00,0.30,29.18,31.00,carbon_steel,850.75,12.00,0.68,84.97,75.88,62.86,61.84,3067.45,3091.00,FALSE,
974.00,0.30,47.04,59.00,carbon_steel,843.94,3.60,0.97,82.20,79.58,62.02,57.47,2953.23,2946.99,FALSE,
975.00,0.60,62.52,33.00,carbon_steel,842.40,10.40,0.73,76.31,67.97,60.45,53.98,3043.99,3097.18,FALSE,
976.00,0.60,27.69,25.00,stainless_s,805.73,3.30,0.70,82.48,74.62,62.32,55.78,2956.01,2820.36,TRUE,19.11
977.00,0.60,63.42,-3.00,carbon_steel,894.27,10.60,0.65,82.48,75.75,58.68,61.38,2882.50,2853.23,FALSE,
978.00,0.80,58.44,-6.00,carbon_steel,896.64,8.70,0.28,86.13,79.77,56.48,55.88,3046.77,3034.76,FALSE,
979.00,0.40,50.71,-16.00,stainless_s,919.79,6.10,0.61,81.93,71.63,62.42,59.00,2992.47,2830.67,TRUE,32.59
980.00,0.70,14.82,41.00,stainless_s,911.61,5.60,0.98,80.50,74.75,61.93,55.48,2994.98,2910.18,TRUE,3.86
981.00,0.70,96.44,47.00,stainless_s,830.70,8.50,0.24,77.38,76.53,61.57,58.23,3108.03,2916.48,TRUE,71.36
982.00,0.80,63.42,24.00,stainless_s,881.09,7.00,0.43,84.77,71.47,62.02,54.76,3049.59,3016.41,FALSE,
983.00,0.90,41.26,9.00,carbon_steel,824.75,9.50,0.96,77.38,81.41,61.57,55.02,2926.12,2887.07,FALSE,
984.00,0.60,73.74,43.00,stainless_s,870.23,10.70,0.74,78.60,83.22,58.60,55.25,3134.08,2752.62,TRUE,39.25
985.00,0.50,31.68,19.00,carbon_steel,894.27,6.80,0.23,73.59,73.47,61.75,58.68,3005.02,2809.00,TRUE,1.41
986.00,1.00,20.47,41.00,carbon_steel,868.38,4.00,0.12,80.25,75.00,55.78,53.78,3043.99,2781.39,TRUE,17.88
987.00,0.40,95.63,29.00,stainless_s,864.88,9.90,0.95,81.40,78.06,60.92,57.24,3030.55,2903.76,TRUE,17.21
988.00,0.80,30.10,65.00,stainless_s,890.22,11.20,0.79,80.50,72.09,55.98,62.02,2958.75,2853.23,TRUE,21.10
989.00,0.90,26.64,78.00,carbon_steel,839.25,11.60,0.68,87.38,78.37,59.85,62.22,2908.46,3034.76,TRUE,29.33
990.00,0.70,42.51,39.00,carbon_steel,902.52,3.10,0.82,76.47,76.93,56.48,59.24,3080.64,2974.23,TRUE,13.38
991.00,0.50,83.67,44.00,stainless_s,817.59,10.00,0.67,77.09,77.06,60.76,59.66,3155.48,3103.79,FALSE,
992.00,1.00,72.11,34.00,carbon_steel,813.20,7.50,0.79,80.50,78.53,57.37,58.84,2919.36,3034.76,TRUE,24.60
993.00,0.70,46.05,18.00,stainless_s,876.34,3.20,0.25,76.78,80.18,60.68,53.78,3108.03,2971.16,TRUE,63.58
994.00,1.00,87.97,70.00,carbon_steel,835.12,5.80,0.34,80.63,75.50,57.88,56.84,3041.25,2974.23,FALSE,
995.00,0.40,75.66,-3.00,stainless_s,888.45,10.60,0.20,80.25,73.60,60.08,60.12,3049.59,2996.24,FALSE,
996.00,0.60,77.82,73.00,carbon_steel,847.74,6.60,0.87,86.70,67.97,58.25,59.40,3128.16,2962.05,TRUE,32.51
997.00,0.90,32.47,21.00,stainless_s,896.64,8.80,0.44,81.66,74.50,56.16,57.77,3010.04,2840.16,TRUE,28.36
998.00,0.80,49.26,13.00,carbon_steel,911.61,11.20,0.61,80.88,80.87,55.57,54.32,2938.72,2887.07,FALSE,
999.00,0.80,89.93,53.00,stainless_s,805.73,8.00,0.37,87.03,79.77,57.98,62.43,3122.65,3012.93,TRUE,35.17
1000.00,0.60,95.59,58.00,stainless_s,885.25,6.70,0.57,79.50,79.21,61.75,56.43,3155.48,2974.23,TRUE,65.98
